Date,Open,High,Low,Settle,Volume,Open Interest
2015-07-10,2044.75,2074.75,2044.75,2069.0,1572505.0,2667051.0
2015-07-09,2039.75,2068.0,2038.25,2041.25,1980885.0,2729842.0
2015-07-08,2073.0,2073.25,2036.25,2039.25,2388595.0,2658021.0
2015-07-07,2067.75,2078.0,2035.0,2073.75,2529599.0,2657211.0
2015-07-06,2037.25,2071.75,2034.25,2064.5,1857384.0,2625405.0
2015-07-02,2071.5,2079.0,2062.25,2068.75,1247290.0,2624007.0
2015-07-01,2054.5,2077.5,2054.5,2071.0,1493202.0,2615790.0
2015-06-30,2054.5,2069.0,2046.75,2054.5,2355919.0,2614259.0
2015-06-29,2064.0,2083.25,2047.25,2050.5,2287339.0,2526649.0
2015-06-26,2094.75,2100.75,2086.25,2095.75,1318744.0,2534335.0
2015-06-25,2101.25,2112.75,2092.0,2094.0,1213961.0,2536478.0
2015-06-24,2117.5,2118.5,2099.0,2099.5,1153248.0,2554179.0
2015-06-23,2114.75,2120.5,2111.25,2116.5,835219.0,2563433.0
2015-06-22,2105.75,2122.0,2103.5,2112.75,1095590.0,2537546.0
2015-06-19,2123.25,2126.5,2118.25,2117.11,46686.0,685105.0
2015-06-18,2097.25,2127.5,2090.5,2123.0,430371.0,746829.0
2015-06-17,2097.75,2107.0,2087.0,2097.5,549464.0,947257.0
2015-06-16,2083.5,2098.25,2070.5,2097.5,790233.0,1400590.0
2015-06-15,2087.0,2089.75,2071.25,2084.0,1077154.0,1906031.0
2015-06-12,2109.0,2109.25,2090.25,2093.0,1130566.0,2313187.0
2015-06-11,2106.0,2114.75,2103.25,2109.25,1480391.0,2589953.0
2015-06-10,2080.75,2108.0,2080.0,2107.0,1664080.0,2747909.0
2015-06-09,2080.0,2084.75,2068.75,2080.0,1446234.0,2780512.0
2015-06-08,2092.0,2093.25,2076.25,2078.25,1290580.0,2777034.0
2015-06-05,2098.75,2102.75,2083.5,2092.25,1459933.0,2785151.0
2015-06-04,2116.25,2116.5,2091.25,2099.0,1716475.0,2751605.0
2015-06-03,2107.0,2120.75,2106.75,2116.0,1310989.0,2760870.0
2015-06-02,2111.0,2116.0,2094.0,2106.75,1442673.0,2763714.0
2015-06-01,2107.0,2117.75,2100.25,2109.25,1337694.0,2766529.0
2015-05-29,2121.75,2122.75,2102.25,2106.0,1689212.0,2746809.0
2015-05-28,2120.0,2122.75,2110.5,2121.75,1074890.0,2737526.0
2015-05-27,2105.75,2124.25,2101.25,2121.0,1288328.0,2723908.0
2015-05-26,2124.5,2127.0,2096.0,2105.0,1585923.0,2720027.0
2015-05-22,2129.25,2131.0,2122.75,2124.5,765874.0,2724877.0
2015-05-21,2120.75,2132.0,2115.0,2128.0,792875.0,2717293.0
2015-05-20,2124.25,2132.25,2119.25,2122.5,1009770.0,2716966.0
2015-05-19,2126.75,2134.0,2121.25,2124.5,994750.0,2730361.0
2015-05-18,2119.25,2128.75,2112.25,2126.0,913154.0,2723990.0
2015-05-15,2117.25,2122.75,2113.25,2119.0,1023198.0,2725106.0
2015-05-14,2096.0,2118.25,2092.0,2117.5,1101487.0,2714341.0
2015-05-13,2096.25,2106.5,2091.5,2094.5,1335896.0,2710825.0
2015-05-12,2097.75,2101.0,2079.25,2095.0,1472548.0,2717411.0
2015-05-11,2110.0,2113.5,2095.75,2097.75,1145379.0,2722856.0
2015-05-08,2085.25,2113.5,2084.0,2108.5,1377057.0,2713209.0
2015-05-07,2074.75,2088.25,2057.0,2084.25,1433321.0,2729348.0
2015-05-06,2085.5,2093.75,2061.25,2074.25,1754960.0,2703366.0
2015-05-05,2109.5,2111.75,2081.5,2084.0,1588014.0,2721947.0
2015-05-04,2101.75,2115.0,2098.0,2109.25,1000309.0,2734463.0
2015-05-01,2082.75,2102.5,2080.5,2101.5,1021007.0,2765711.0
2015-04-30,2098.25,2102.0,2070.25,2079.0,2024833.0,2720143.0
2015-04-29,2110.75,2112.5,2090.5,2099.0,1736098.0,2706583.0
2015-04-28,2103.75,2112.5,2088.25,2112.0,1474639.0,2688678.0
2015-04-27,2113.25,2119.75,2100.25,2104.75,1200115.0,2711119.0
2015-04-24,2107.5,2114.75,2103.0,2111.75,954521.0,2713112.0
2015-04-23,2099.25,2114.5,2087.5,2107.0,1361370.0,2689547.0
2015-04-22,2092.0,2103.75,2080.25,2100.25,1187004.0,2683708.0
2015-04-21,2089.5,2105.25,2087.25,2091.0,1048695.0,2688683.0
2015-04-20,2081.0,2097.5,2078.5,2091.0,1117632.0,2702824.0
2015-04-17,2101.25,2101.75,2064.5,2075.5,1819414.0,2689405.0
2015-04-16,2101.5,2104.75,2089.0,2100.75,1110320.0,2666373.0
2015-04-15,2091.75,2105.5,2087.25,2099.75,1044340.0,2664126.0
2015-04-14,2087.0,2092.75,2075.75,2091.0,1262993.0,2650088.0
2015-04-13,2095.25,2101.25,2085.25,2086.5,1069908.0,2651679.0
2015-04-10,2086.0,2096.25,2083.0,2095.5,879754.0,2645082.0
2015-04-09,2077.75,2087.0,2066.75,2085.75,1209325.0,2644161.0
2015-04-08,2068.5,2080.25,2064.5,2076.0,1216620.0,2651631.0
2015-04-07,2071.5,2082.75,2066.0,2067.75,1032728.0,2654748.0
2015-04-06,2039.5,2080.0,2038.75,2073.25,938538.0,2650208.0
2015-04-03,2060.0,2063.75,2038.0,2059.5,95921.0,2645132.0
2015-04-02,2055.25,2064.75,2044.0,2059.5,1044908.0,2672112.0
2015-04-01,2058.0,2060.75,2033.5,2053.0,1818384.0,2655571.0
2015-03-31,2074.75,2076.75,2056.25,2060.75,1595256.0,2632578.0
2015-03-30,2052.75,2081.75,2047.25,2075.5,1218573.0,2640559.0
2015-03-27,2050.0,2057.75,2041.0,2052.5,1158816.0,2639622.0
2015-03-26,2056.0,2058.75,2033.25,2048.5,1839564.0,2620588.0
2015-03-25,2085.25,2089.25,2052.25,2053.75,1777031.0,2625047.0
2015-03-24,2094.0,2101.0,2083.0,2085.0,1191209.0,2607995.0
2015-03-23,2097.75,2107.0,2093.25,2094.75,957424.0,2608347.0
2015-03-20,2088.5,2105.5,2086.5,2099.02,55066.0,715717.0
2015-03-19,2101.0,2107.25,2085.0,2090.5,337006.0,838468.0
2015-03-18,2074.25,2107.75,2060.5,2100.5,643349.0,1055048.0
2015-03-17,2074.5,2078.75,2064.25,2074.5,953277.0,1578827.0
2015-03-16,2050.75,2081.75,2044.5,2076.5,945740.0,2057039.0
2015-03-13,2064.25,2068.75,2040.0,2049.75,1205545.0,2435127.0
2015-03-12,2042.0,2066.5,2038.25,2064.0,1627252.0,2807778.0
2015-03-11,2044.25,2052.25,2038.25,2039.5,1702228.0,2942523.0
2015-03-10,2077.5,2078.0,2041.25,2042.0,1551932.0,2947997.0
2015-03-09,2073.5,2082.5,2066.0,2077.75,993619.0,2987199.0
2015-03-06,2099.5,2103.5,2065.5,2070.75,1895148.0,2917569.0
2015-03-05,2096.5,2103.5,2093.25,2099.75,1096113.0,2910503.0
2015-03-04,2104.75,2104.75,2085.25,2096.5,1480462.0,2893603.0
2015-03-03,2114.0,2114.5,2095.5,2104.75,1360283.0,2871121.0
2015-03-02,2104.0,2115.5,2100.5,2114.0,1069024.0,2866335.0
2015-02-27,2109.5,2111.0,2100.75,2102.75,1203840.0,2866192.0
2015-02-26,2110.5,2114.75,2101.5,2110.0,1163745.0,2861642.0
2015-02-25,2113.75,2117.75,2107.25,2110.25,971677.0,2836074.0
2015-02-24,2106.25,2115.75,2102.75,2113.75,1077835.0,2835551.0
2015-02-23,2107.25,2108.25,2099.75,2106.75,847165.0,2826009.0
2015-02-20,2096.0,2108.75,2082.25,2107.0,1629515.0,2806657.0
2015-02-19,2095.25,2099.5,2087.25,2095.25,1140895.0,2782675.0
2015-02-18,2096.5,2098.5,2088.5,2095.5,1086542.0,2780511.0
2015-02-17,2091.25,2098.75,2080.75,2096.0,1233430.0,2776438.0
2015-02-13,2083.0,2095.0,2081.5,2093.5,1216834.0,2777622.0
2015-02-12,2071.5,2085.5,2058.5,2084.0,1422562.0,2749732.0
2015-02-11,2062.75,2079.5,2053.25,2065.75,1294083.0,2766377.0
2015-02-10,2043.75,2066.5,2040.5,2062.25,1377397.0,2762422.0
2015-02-09,2050.0,2051.75,2036.5,2042.5,1284028.0,2775438.0
2015-02-06,2056.25,2068.0,2044.5,2053.0,1713118.0,2724108.0
2015-02-05,2025.0,2058.75,2020.75,2055.0,1341850.0,2728704.0
2015-02-04,2040.5,2049.25,2022.75,2030.0,1696234.0,2714102.0
2015-02-03,2015.0,2044.0,2007.0,2042.0,1705498.0,2710794.0
2015-02-02,1990.5,2018.5,1973.75,2017.0,2035431.0,2740382.0
2015-01-30,2019.25,2020.5,1986.25,1988.5,2352251.0,2721183.0
2015-01-29,1993.5,2020.0,1982.0,2018.5,2117820.0,2743997.0
2015-01-28,2036.5,2046.5,1991.25,1991.5,2086764.0,2684751.0
2015-01-27,2054.0,2054.75,2013.25,2030.0,1949699.0,2696298.0
2015-01-26,2035.0,2055.0,2025.5,2053.5,1258009.0,2690889.0
2015-01-23,2056.5,2062.5,2042.25,2044.0,1351989.0,2701326.0
2015-01-22,2026.75,2059.25,2019.25,2056.5,1834135.0,2688767.0
2015-01-21,2015.75,2032.75,2005.25,2026.5,1637366.0,2693173.0
2015-01-20,2013.5,2026.5,1997.5,2016.75,1805475.0,2687724.0
2015-01-16,1980.75,2014.25,1970.25,2013.0,2008817.0,2742502.0
2015-01-15,2009.75,2027.25,1978.25,1989.0,2259436.0,2701273.0
2015-01-14,2017.25,2019.5,1981.25,2007.5,2506589.0,2702231.0
2015-01-13,2023.75,2051.75,2001.0,2016.0,2489224.0,2677998.0
2015-01-12,2034.5,2048.25,2015.25,2022.5,1614675.0,2678435.0
2015-01-09,2053.75,2062.0,2031.25,2035.25,1907275.0,2717604.0
2015-01-08,2020.5,2058.5,2020.25,2055.0,1551040.0,2719370.0
2015-01-07,1996.5,2023.75,1995.75,2019.5,1750412.0,2738793.0
2015-01-06,2019.0,2023.5,1984.25,1994.5,2344320.0,2735166.0
2015-01-05,2045.75,2048.25,2009.5,2016.0,2032736.0,2746750.0
2015-01-02,2055.0,2067.25,2038.75,2046.25,1357107.0,2769700.0
2014-12-31,2076.25,2082.75,2050.75,2052.5,835262.0,2741375.0
2014-12-30,2087.5,2088.5,2073.0,2076.75,716610.0,2739712.0
2014-12-29,2086.0,2088.75,2076.0,2085.75,636306.0,2728564.0
2014-12-26,2078.75,2088.75,2078.5,2084.25,614078.0,2732874.0
2014-12-24,2078.75,2083.5,2077.0,2078.75,235054.0,2732725.0
2014-12-23,2073.0,2084.5,2071.5,2079.0,774160.0,2719678.0
2014-12-22,2065.0,2076.0,2064.0,2072.5,854592.0,2720187.0
2014-12-19,2066.0,2079.75,2061.25,2061.01,81781.0,710791.0
2014-12-18,2013.75,2068.0,2010.75,2065.0,538236.0,742173.0
2014-12-17,1973.5,2017.0,1972.75,2014.25,1566109.0,1000029.0
2014-12-16,1991.25,2018.0,1968.25,1971.5,1216734.0,1398167.0
2014-12-15,1998.75,2019.25,1981.5,1990.0,1128900.0,1818004.0
2014-12-12,2029.5,2032.25,1996.5,1997.25,1485315.0,2241682.0
2014-12-11,2026.25,2056.5,2023.75,2031.0,2241068.0,2651642.0
2014-12-10,2057.75,2060.0,2023.25,2026.5,2369388.0,2818803.0
2014-12-09,2060.25,2062.25,2033.25,2057.5,1887129.0,2874241.0
2014-12-08,2075.75,2077.5,2053.75,2059.5,1408560.0,2908207.0
2014-12-05,2071.75,2079.0,2068.5,2076.0,1147239.0,2946103.0
2014-12-04,2073.0,2077.25,2061.25,2072.0,1374378.0,2944324.0
2014-12-03,2066.5,2076.0,2063.25,2072.5,922158.0,2962937.0
2014-12-02,2051.0,2068.0,2050.75,2066.0,1148288.0,2948066.0
2014-12-01,2063.25,2064.0,2048.25,2050.75,1470728.0,2959182.0
2014-11-28,2074.0,2074.75,2063.5,2066.25,783069.0,2945186.0
2014-11-26,2068.25,2075.25,2065.25,2072.25,741582.0,2955905.0
2014-11-25,2067.25,2073.0,2062.75,2067.5,976545.0,2958213.0
2014-11-24,2062.25,2069.0,2060.75,2067.5,782885.0,2957158.0
2014-11-21,2052.25,2072.25,2049.75,2061.75,1630436.0,2959677.0
2014-11-20,2047.0,2052.75,2035.25,2052.0,1125939.0,2933002.0
2014-11-19,2048.75,2050.5,2037.75,,1188389.0,2934115.0
2014-11-18,2039.25,2054.0,2035.75,,1140878.0,2924341.0
2014-11-17,2038.5,2040.5,2025.25,,1058349.0,2924312.0
2014-11-14,2033.0,2039.75,2032.0,,1045649.0,2937647.0
2014-11-13,2034.75,2043.75,2026.75,,1541378.0,2922873.0
2014-11-12,2036.5,2037.25,2026.75,,1082154.0,2868786.0
2014-11-11,2033.75,2039.0,2031.0,,779077.0,2863436.0
2014-11-10,2025.75,2035.0,2021.0,,957940.0,2851049.0
2014-11-07,2027.25,2033.5,2020.5,,1282333.0,2863233.0
2014-11-06,2018.5,2029.25,2010.75,,1433396.0,2856834.0
2014-11-05,2006.25,2020.5,2003.75,,1568956.0,2837987.0
2014-11-04,2010.5,2013.75,1995.25,,1518682.0,2813514.0
2014-11-03,2011.25,2019.25,2007.0,,1358108.0,2822107.0
2014-10-31,1987.75,2016.75,1986.75,,1923491.0,2883991.0
2014-10-30,1971.75,1994.25,1959.25,,1980779.0,2854076.0
2014-10-29,1976.0,1985.75,1962.0,,1894337.0,2856633.0
2014-10-28,1957.75,1980.75,1956.75,,1570163.0,2833776.0
2014-10-27,1960.25,1965.75,1944.5,,1446627.0,2829899.0
2014-10-24,1946.0,1961.25,1931.75,,1601128.0,2844152.0
2014-10-23,1924.5,1956.25,1922.25,,2014791.0,2828457.0
2014-10-22,1938.25,1943.75,1920.25,,2012915.0,2816714.0
2014-10-21,1903.5,1939.75,1885.75,,2238181.0,2799510.0
2014-10-20,1884.0,1904.5,1872.25,,1649868.0,2819776.0
2014-10-17,1853.0,1891.75,1851.0,,2565562.0,2822638.0
2014-10-16,1846.75,1869.75,1815.25,,3357691.0,2891394.0
2014-10-15,1878.25,1883.25,1813.0,,4658973.0,2820880.0
2014-10-14,1866.25,1892.75,1864.75,,3111359.0,2823640.0
2014-10-13,1892.0,1906.0,1863.75,,2942117.0,2749030.0
2014-10-10,1917.0,1931.25,1893.25,,3067496.0,2726452.0
2014-10-09,1961.5,1968.5,1915.25,,3091728.0,2735211.0
2014-10-08,1926.25,1964.0,1918.0,,2516066.0,2769360.0
2014-10-07,1953.25,1956.25,1924.25,,2153512.0,2745847.0
2014-10-06,1961.0,1971.0,1950.5,,1727289.0,2738142.0
2014-10-03,1938.5,1964.5,1935.75,,1551405.0,2751445.0
2014-10-02,1940.75,1945.75,1918.25,,2710514.0,2790666.0
2014-10-01,1961.0,1967.0,1933.75,,2444534.0,2794635.0
2014-09-30,1968.75,1978.25,1960.5,,1981670.0,2802910.0
2014-09-29,1974.75,1977.0,1955.5,,1781415.0,2793774.0
2014-09-26,1961.0,1979.25,1956.5,,1674972.0,2797856.0
2014-09-25,1990.75,1991.5,1957.75,,2313833.0,2810957.0
2014-09-24,1969.75,1992.5,1969.5,,1566579.0,2795261.0
2014-09-23,1984.0,1988.0,1968.25,,1624176.0,2785075.0
2014-09-22,2002.0,2003.0,1982.5,,1577092.0,2794169.0
2014-09-19,2013.5,2022.5,2013.25,,75631.0,829823.0
2014-09-18,2003.5,2014.5,2001.0,,333362.0,916367.0
2014-09-17,1999.5,2010.75,1991.25,,623120.0,1146257.0
2014-09-16,1984.75,2002.5,1978.5,,883301.0,1585550.0
2014-09-15,1981.75,1987.25,1972.0,,850706.0,2041606.0
2014-09-12,1999.25,1999.25,1979.5,,1254423.0,2549337.0
2014-09-11,1994.5,1999.5,1985.0,,1736194.0,2885062.0
2014-09-10,1989.5,1996.25,1981.5,,1589905.0,3017688.0
2014-09-09,2000.25,2003.0,1983.25,,1768180.0,2992833.0
2014-09-08,2006.5,2006.75,1994.0,,1211086.0,2989310.0
2014-09-05,1999.0,2007.75,1988.25,,1692946.0,3005614.0
2014-09-04,1998.75,2010.0,1990.75,,1518599.0,3009547.0
2014-09-03,2000.5,2011.0,1996.25,,1297794.0,3008458.0
2014-09-02,1999.0,2006.25,1992.75,,1244805.0,3011118.0
2014-08-29,1999.25,2003.75,1992.25,,1042342.0,3004649.0
2014-08-28,1996.75,1999.5,1987.5,,1088965.0,2996449.0
2014-08-27,1999.25,2000.5,1993.5,,759991.0,2973216.0
2014-08-26,1994.5,2002.75,1992.25,,877452.0,2972614.0
2014-08-25,1990.0,1999.75,1988.75,,850103.0,2959504.0
2014-08-22,1989.75,1991.5,1981.5,,1115544.0,2962627.0
2014-08-21,1982.75,1992.0,1980.75,,840038.0,2954359.0
2014-08-20,1977.75,1986.0,1973.0,,1058474.0,2960508.0
2014-08-19,1968.5,1979.75,1968.25,,866006.0,2935727.0
2014-08-18,1955.75,1969.0,1955.75,,884004.0,2930057.0
2014-08-15,1954.25,1961.0,1937.25,,1811277.0,2947976.0
2014-08-14,1946.0,1955.0,1942.0,,965033.0,2932233.0
2014-08-13,1932.25,1946.5,1930.75,,1119840.0,2920411.0
2014-08-12,1934.0,1938.75,1923.5,,1233748.0,2910845.0
2014-08-11,1923.5,1941.0,1923.25,,1177405.0,2901948.0
2014-08-08,1905.25,1928.25,1890.25,,1900403.0,2916013.0
2014-08-07,1914.75,1925.75,1899.75,,1949342.0,2891258.0
2014-08-06,1914.75,1923.5,1903.0,,1703654.0,2897573.0
2014-08-05,1931.0,1933.25,1907.5,,2133765.0,2896652.0
2014-08-04,1919.5,1937.5,1914.75,,1604373.0,2901142.0
2014-08-01,1926.0,1932.25,1910.25,,2876640.0,2936401.0
2014-07-31,1965.0,1965.5,1923.5,,5532066.0,2928531.0
2014-07-30,1964.25,1974.25,1956.5,,1761889.0,2944211.0
2014-07-29,1972.5,1979.5,1962.0,,1499831.0,2938486.0
2014-07-28,1970.75,1976.0,1960.75,,1358371.0,2929174.0
2014-07-25,1978.75,1980.75,1968.0,,1426516.0,2943169.0
2014-07-24,1981.0,1985.75,1976.75,,1163673.0,2941364.0
2014-07-23,1973.0,1983.5,1972.75,,1149287.0,2934875.0
2014-07-22,1965.75,1980.5,1965.25,,1274810.0,2936374.0
2014-07-21,1970.25,1971.5,1959.0,,1412516.0,2949424.0
2014-07-18,1949.25,1974.25,1942.5,,1794645.0,2941204.0
2014-07-17,1971.25,1976.0,1948.5,,2440551.0,2927567.0
2014-07-16,1968.0,1978.0,1967.0,,1313844.0,2918047.0
2014-07-15,1971.25,1976.25,1958.75,,1905574.0,2909158.0
2014-07-14,1962.75,1974.0,1962.5,,1003699.0,2880205.0
2014-07-11,1957.25,1963.5,1953.0,,1361251.0,2908909.0
2014-07-10,1967.5,1968.25,1945.25,,1972590.0,2915996.0
2014-07-09,1960.5,1968.25,1958.25,,1390496.0,2915133.0
2014-07-08,1970.5,1970.75,1952.75,,1775977.0,2904863.0
2014-07-07,1975.75,1977.5,1967.25,,1097466.0,2906788.0
2014-07-03,1968.0,1978.25,1966.0,,840598.0,2915129.0
2014-07-02,1966.25,1970.0,1964.5,,915433.0,2929352.0
2014-07-01,1954.5,1971.75,1953.5,,1454015.0,2925452.0
2014-06-30,1951.75,1956.75,1948.0,,1155776.0,2891207.0
2014-06-27,1948.25,1954.0,1942.75,,1176113.0,2868132.0
2014-06-26,1948.75,1952.5,1936.25,,1486229.0,2872653.0
2014-06-25,1942.25,1953.25,1937.25,,1530174.0,2855130.0
2014-06-24,1951.25,1960.0,1939.75,,1527312.0,2853357.0
2014-06-23,1952.75,1959.75,1950.0,,1009228.0,2821923.0
2014-06-20,1957.5,1970.0,1956.75,,61298.0,725602.0
2014-06-19,1956.0,1960.25,1952.25,,369576.0,835246.0
2014-06-18,1941.5,1958.0,1938.0,,522149.0,1033625.0
2014-06-17,1936.5,1943.5,1931.25,,880902.0,1518849.0
2014-06-16,1934.25,1940.75,1926.5,,864229.0,1953493.0
2014-06-13,1930.75,1937.0,1926.5,,939087.0,2357317.0
2014-06-12,1943.75,1947.75,1924.75,,1660579.0,2675663.0
2014-06-11,1950.75,1951.0,1938.5,,1337403.0,2880779.0
2014-06-10,1949.25,1951.75,1943.0,,1037793.0,2967325.0
2014-06-09,1949.25,1954.75,1945.75,,1021196.0,3002048.0
2014-06-06,1938.5,1949.75,1937.75,,1203122.0,3004963.0
2014-06-05,1925.5,1940.75,1921.0,,1676327.0,3004762.0
2014-06-04,1922.75,1927.0,1916.0,,917038.0,2999092.0
2014-06-03,1921.5,1923.5,1916.0,,946338.0,3000582.0
2014-06-02,1921.25,1924.25,1913.75,,1050017.0,2993669.0
2014-05-30,1917.0,1922.25,1914.25,,1168798.0,2995771.0
2014-05-29,1909.75,1918.0,1907.25,,977858.0,2988976.0
2014-05-28,1909.75,1914.0,1904.5,,1059963.0,2984253.0
2014-05-27,1898.0,1910.0,1897.0,,919199.0,2964687.0
2014-05-23,1890.25,1899.25,1889.5,,759667.0,2969158.0
2014-05-22,1883.75,1894.0,1882.75,,1021175.0,2960598.0
2014-05-21,1868.5,1886.5,1866.5,,1348924.0,2926404.0
2014-05-20,1881.5,1884.5,1864.75,,1564092.0,2913686.0
2014-05-19,1876.25,1883.0,1865.75,,1034628.0,2907323.0
2014-05-16,1867.0,1875.75,1861.25,,1520405.0,2927173.0
2014-05-15,1885.75,1888.5,1859.0,,2247039.0,2917070.0
2014-05-14,1894.75,1897.25,1882.25,,1186475.0,2927690.0
2014-05-13,1893.5,1898.5,1892.0,,2153406.0,2903749.0
2014-05-12,1874.0,1894.0,1874.0,,1181458.0,2861995.0
2014-05-09,1870.25,1875.0,1862.5,,1475471.0,2863857.0
2014-05-08,1874.75,1884.75,1865.0,,1752614.0,2850823.0
2014-05-07,1864.0,1875.75,1854.5,,1996074.0,2829593.0
2014-05-06,1877.5,1881.5,1861.75,,1379053.0,2833539.0
2014-05-05,1875.5,1880.0,1860.5,,1176286.0,2823037.0
2014-05-02,1878.75,1886.0,1872.0,,1716276.0,2822994.0
2014-05-01,1879.5,1882.75,1871.5,,936490.0,2827771.0
2014-04-30,1870.5,1880.25,1866.25,,1496796.0,2835160.0
2014-04-29,1866.0,1875.25,1865.0,,1218381.0,2816864.0
